tt0845947,nm0601484
tt8577458,nm0718001
tt5226736,\N
tt0097505,nm0001090
tt0810899,nm2192550
tt5066976,\N
tt6145938,\N
tt6576874,nm0242658
tt0322553,nm0627864
tt0127406,nm0802278
tt8961952,nm6249078
tt0012276,nm0806143
tt0314168,nm0763798
tt0789777,nm0842257
tt8492044,nm3472252
tt0253126,nm0809321
tt0140161,\N
tt0051722,nm0049307
tt0381248,nm0918065
tt9189508,nm2099786
tt7454998,nm8923431
tt0174737,nm0347086
tt0174737,nm0384617
tt0052890,nm0063077
tt5454640,\N
tt0355532,nm0562845
tt6692644,nm1443339
tt3980482,\N
tt0110027,nm0602452
tt5765206,nm8058066
tt0299981,nm0502577
tt9575984,nm0860999
tt8851282,\N
tt0339145,nm0166259
tt0281908,nm0321256
tt0223452,nm0047946
tt0223452,nm0086410
tt0223452,nm0662285
tt0351056,nm1315280
tt7224608,nm9182928
tt0107111,nm0509489
tt0042553,nm0001928
tt9386384,nm9265344
tt6078096,nm1739209
tt6078096,nm4161154
tt6078096,nm2151374
tt6078096,nm3489851
tt6078096,nm2936539
tt6078096,nm1036574
tt1424507,nm0899960
tt9887984,nm10526437
tt0475607,nm1986479
tt5231270,nm3087799
tt5231270,nm5080673
tt0176814,nm0806143
tt0189577,nm0523326
tt0080872,nm0141868
tt5965570,nm2415555
tt0474087,nm0924901
tt6877146,\N
tt1063954,\N
tt0125140,nm0117977
tt0953892,nm2536620
tt9815706,nm6097470
tt8976716,nm0838233
tt0386509,nm0286319
tt6181890,\N
tt3805102,nm1057453
tt6601972,nm8383307
tt9332150,nm3556463
tt0076144,nm0042705
tt9276916,nm0926526
tt9270270,\N
tt0776508,nm0540075
tt0140163,\N
tt0077677,nm0160583
tt0053911,nm0409882
tt0317651,nm0209853
tt0051724,nm0000791
tt0125142,nm0116949
tt0026470,nm0928108
tt0051725,nm0076618
tt0038601,nm0237424
tt7671046,nm8971327
tt3510746,nm0153576
tt0125143,nm0068871
tt0436392,nm1347803
tt0462336,nm1936742
tt6619536,\N
tt0315960,\N
tt0239463,nm0769757
tt5622054,nm6737091
tt0474089,nm0731596
tt8145710,\N
tt0077678,nm0410922
tt0077678,nm0124253
tt0095303,nm0672543
tt10902580,\N
tt9044700,\N
tt0020973,nm0124877
tt7389024,nm5686402
tt0329181,nm0614225
tt7045014,\N
tt0474091,nm0731596
tt9690918,nm0047944
tt9690918,nm0502002
tt7476660,nm0296945
tt1015921,nm0918659
tt0016967,nm0136888
tt6279348,nm3714307
tt7655918,\N
tt0049315,nm0143900
tt9565256,nm3469020
tt0050507,nm0494885
tt7587586,\N
tt0264683,nm0859835
tt0180742,nm1671990
tt0135446,nm0694260
tt2164197,\N
tt0367843,\N
tt5089962,nm6555291
tt1203375,\N
tt8112638,nm4457674
tt0863151,\N
tt0040437,nm0075318
tt8339586,\N
tt0456464,nm0451317
tt0042250,nm0831720
tt0270989,nm0004885
tt0422423,nm0564491
tt0788095,nm2962899
tt7794872,\N
tt0291237,nm0186196
tt0047087,nm0432846
tt0990367,nm0199962
tt0148279,nm0006761
tt0140165,nm0345273
tt0219780,\N
tt8328374,\N
tt0110028,nm0928345
tt2612452,\N
tt0059271,nm0488643
tt2690480,\N
tt0034853,nm0324013
tt0150913,nm0460667
tt0187880,nm0442455
tt0053913,nm0606522
tt8804232,\N
tt0757892,nm1977346
tt0912588,nm1324774
tt0191180,\N
tt0170000,nm0828839
tt0033718,nm0568915
tt0895640,nm0876398
tt6264518,\N
tt4979168,nm5297212
tt0188662,nm0326739
tt0387286,nm1488668
tt0295992,nm0209853
tt0777878,nm0008511
tt0359407,nm1338857
tt9514058,nm1847635
tt0036917,nm0510357
tt0259348,nm0620661
tt0832496,nm2344769
tt0370704,nm0853701
tt0102037,nm0797570
tt0820895,nm0914923
tt0226753,nm0441346
tt0239462,nm0287835
tt1846583,\N
tt0036920,nm0635969
tt0832221,nm1625301
tt9094924,\N
tt0487613,nm4833438
tt0835793,nm0391750
tt4038910,\N
tt0119292,nm0541896
tt0312762,nm0169243
tt0215841,nm0005628
tt0047088,nm0554924
tt0774588,nm0179373
tt0419610,nm0181518
tt0067201,nm0050048
tt0295993,nm1050280
tt1414002,nm3407322
tt0449276,nm1031282
tt0414098,nm1896740
tt0418728,nm0176133
tt0102038,nm0135482
tt6512180,nm0306320
tt0417753,nm0464890
tt0091204,nm0433211
tt0236296,nm0691947
tt0230293,nm0691947
tt0240576,nm0433363
tt0080873,nm0317856
tt0079295,nm0554924
tt0487426,nm2086486
tt0291238,nm0906709
tt0354630,nm0945617
tt0363676,nm0559398
tt0104420,nm0474743
tt0299982,nm0847109
tt0093190,nm0814570
tt0428630,nm1656200
tt1573709,nm3742521
tt1573709,nm3139549
tt0111354,nm0451674
tt0376648,nm0355206
tt0057143,nm0408348
tt0164641,nm0407489
tt0431804,nm1760881
tt0437220,nm0559700
tt0474100,nm0163349
tt0285186,nm0994382
tt0060508,nm0621540
tt0452253,nm0594726
tt0372324,nm0881591
tt0363677,nm0244519
tt0370705,nm2453212
tt0302635,nm0351176
tt0150915,nm0875793
tt0474101,nm0029525
tt0049317,nm0242897
tt0133858,nm0528963
tt0947020,nm1494452
tt0370706,\N
tt0474102,\N
tt0339148,nm0083249
tt0474103,\N
tt0374712,\N
tt0384995,nm0076653
tt0091205,nm0105657
tt0091205,nm0754081
tt5195584,\N
tt0223453,nm0005914
tt0223453,nm0357807
tt0223453,nm0717025
tt0249580,nm0418131
tt0396637,nm0903563
tt0027743,nm0666852
tt0008099,nm0562004
tt0064430,nm0430071
tt0067203,nm0331964
tt0440471,nm0500676
tt0043640,nm0256586
tt0064431,nm0917076
tt0058193,nm0414672
tt0064432,nm0704841
tt0048167,nm0134898
tt9725028,\N
tt0132213,nm0373155
tt0332116,nm2932483
tt0832497,nm0881351
tt0832497,nm0901640
tt7753266,nm0347075
tt0463323,nm0973326
tt0045873,nm0845290
tt0467403,nm1963021
tt0886498,nm1937259
tt0150916,nm0460667
tt0034854,nm0533073
tt3163474,nm0366924
tt0312764,nm0876146
tt0427350,nm0712761
tt0042555,nm0571781
tt0384996,nm0189464
tt0144235,nm0734231
tt5195490,\N
tt0306952,nm0737442
tt0061765,nm0946391
tt0329184,nm0629589
tt0893592,nm2449460
tt7971422,nm7910215
tt0315962,nm0519315
tt0040438,nm0928208
tt0017995,nm0107854
tt0013236,nm0569645
tt0042556,nm0819806
tt0029001,nm0915007
tt0017996,nm0385171
tt0268359,nm0759662
tt0197549,nm0064022
tt0027744,nm0576940
tt0482049,nm2011494
tt0349558,nm0467712
tt0472819,nm1981825
tt0392112,nm1516572
tt0456975,nm0412643
tt9853834,nm10510800
tt0460460,nm0600116
tt0788096,nm0798161
tt1896634,\N
tt0900938,\N
tt0210727,nm0885108
tt0210727,nm0213340
tt0119295,nm0660967
tt0073112,nm0857061
tt0317658,nm0430782
tt0089275,nm0945847
tt0215844,nm0899794
tt1986025,nm4615620
tt0991274,nm1760783
tt0045874,nm0157140
tt0201418,\N
tt0199597,\N
tt0287477,nm0297714
tt9269018,\N
tt0217541,nm0024622
tt0317657,nm0849290
tt0071609,nm0793983
tt0370707,nm1394276
tt0370707,nm1394235
tt3924726,nm5861803
tt2100737,nm2634052
tt2100737,nm0645513
tt0034855,nm0803549
tt0047090,nm0520673
tt8359454,nm1086556
tt0154589,nm0052630
tt0252509,nm0667984
tt0447196,nm0417562
tt2802286,nm5603301
tt7243896,nm4296440
tt0053915,nm0258867
tt7766318,\N
tt0339149,nm0897243
tt0495841,nm1482190
tt0495841,nm0476146
tt0490975,nm0775573
tt0159476,nm0902767
tt0445435,nm1486787
tt0445435,nm0863954
tt0445435,nm1853364
tt0367588,nm1378517
tt0469704,nm0500400
tt0095307,nm0036272
tt0064433,nm0893187
tt0048169,nm0477702
tt5159754,nm0613996
tt0079296,nm0127167
tt0095308,nm0826409
tt3923480,nm6690135
tt0367844,nm1380588
tt0280124,nm0895321
tt5453916,nm2285198
tt5453916,nm9033432
tt5453916,nm9044097
tt0015913,nm0753185
tt0015913,nm0801805
tt0240578,nm0105659
tt0437221,nm1665909
tt0276194,nm0275793
tt0373901,nm1411141
tt0373901,nm0354329
tt0373901,nm0902324
tt0093192,nm0349742
tt0443032,nm1840856
tt2489102,nm5362418
tt7368106,nm1631763
tt0064424,nm0620205
tt0495842,nm0913873
tt0468322,nm1967488
tt0471195,nm0798161
tt7524718,nm1777491
tt0454162,nm0475706
tt0371711,nm1048574
tt0425100,nm1355435
tt0853186,nm0805105
tt0131424,\N
tt0378040,\N
tt0787020,nm2682725
tt0447197,nm0147261
tt0494713,nm0127777
tt0428631,nm0419494
tt0777880,\N
tt0378041,nm0759218
tt0403112,nm0759239
tt0466019,nm0260491
tt0436393,nm0209853
tt0419807,nm1046367
tt0336569,nm1246885
tt0444170,nm0688093
tt0317660,nm0955939
tt0347173,nm1217050
tt0431118,nm0781261
tt0497219,\N
tt0373902,nm0905561
tt0373902,nm0038168
tt0268360,nm0905561
tt5253442,\N
tt0154590,nm0040892
tt0277012,nm0783865
tt9014604,nm5442381
tt8019014,\N
tt0273261,nm0956511
tt0207513,nm0222428
tt0025249,nm0576940
tt4178534,nm4589399
tt4178534,nm4589390
tt0490976,nm0662140
tt0025250,nm0503777
tt1121801,nm0158427
tt9104374,nm9005541
tt0410079,nm0054801
tt0353544,nm1324753
tt0107100,nm0348321
tt0215847,nm0010395
tt1615972,nm3837054
tt0041464,nm0423964
tt8438776,nm2969707
tt0466375,nm1047683
tt0891501,nm0839978
tt0406838,nm0594793
tt1324042,nm0847187
tt1324042,nm0337751
tt0308370,nm0584917
tt0415848,nm1312629
tt0948444,nm2531130
tt0461673,nm1802148
tt0119849,nm0676223
tt0282560,nm0297105
tt5141626,nm0278950
tt0063068,nm0226244
tt0150918,nm0796361
tt0448529,nm0782703
tt9238386,nm1761332
tt0943110,nm1066953
tt0012281,nm0501902
tt0012281,nm0422226
tt9023852,nm0944268
tt0047091,nm0710524
tt0175736,nm0518840
tt0175736,nm0911959
tt0322557,nm0072694
tt0301405,nm0076075
tt8919132,nm2919334
tt8919132,nm2056100
tt3002544,nm1968777
tt6858946,nm2329407
tt0315963,nm1165014
tt0325563,nm0697314
tt0325563,nm0551853
tt0385751,nm0264624
tt0093194,nm0337529
tt1634526,nm2168111
tt1634526,nm1618917
tt0051726,nm0005062
tt0474105,nm0166030
tt0150919,nm0460667
tt0397455,nm1100364
tt0464048,nm1100364
tt0303346,nm1100364
tt0976039,nm2109520
tt0406839,nm1121706
tt0442783,nm0929518
tt0879244,nm2418661
tt3258498,nm3130789
tt9727388,\N
tt0403113,nm0176472
tt0017999,nm0274425
tt1557969,nm0243455
tt0095309,nm0648457
tt0178569,nm0874002
tt0479679,nm1857563
tt0479679,nm1951151
tt0041465,nm0571781
tt0403114,nm1248986
tt0774592,nm1979581
tt0774592,nm2194845
tt0282561,nm0427224
tt0282561,nm0378759
tt0063069,nm0522772
tt0256075,nm0498914
tt0102042,nm0605748
tt0102042,nm0102389
tt0025254,nm0762263
tt0156608,nm0080332
tt6213566,nm1777491
tt0329187,nm0235318
tt0474106,nm0132324
tt0474107,nm0780884
tt0787021,\N
tt1018599,nm2155730
tt1018599,nm0206729
tt0195784,\N
tt0329188,nm0193240
tt0233870,nm0474837
tt0369533,nm0049105
tt0431120,nm0258581
tt0810901,nm1563666
tt4248896,\N
tt5898422,\N
tt0236300,nm0946756
tt0314171,nm0402489
tt1234305,nm0370868
tt0637726,nm0248297
tt0371712,nm0315916
tt0076140,nm0163990
tt0150904,nm0006761
tt0447198,nm0750041
tt0084077,nm0399370
tt7174566,nm9155703
tt0226756,nm0652685
tt0202903,nm0409270
tt0481409,nm2038120
tt0481409,nm1134308
tt9103988,nm2866839
tt0355534,nm1371352
tt0052893,nm0720297
tt0277013,nm0056102
tt0258652,nm0344780
tt6536386,nm1114907
tt0345399,nm0408389
tt0431119,nm0675961
tt0337638,nm0486463
tt0091206,nm0837645
tt0819895,nm1364086
tt8856244,nm0783203
tt0223456,nm0849040
tt0223455,nm0465451
tt0367847,nm0794229
tt0285187,nm0632765
tt0288046,nm0756910
tt0097513,nm0595924
tt0368782,nm1387350
tt4053948,\N
tt0367848,nm0048417
tt0219083,\N
tt0002960,nm0806565
tt0006800,nm0382476
tt0378044,nm0376396
tt0002961,nm0806565
tt0474111,nm0202720
tt0019985,nm0695456
tt0196613,nm0930739
tt0141155,nm0064410
tt0474112,\N
tt0013238,nm0498174
tt0172555,nm0076618
tt0474113,nm0534259
tt0277734,nm0153713
tt0150920,nm0006761
tt0474114,nm0851537
tt1298767,\N
tt0004088,nm0250480
tt0349559,nm0914923
tt0001669,nm0325448
tt0927724,\N
tt0399145,\N
tt0396638,nm0005896
tt0184572,nm0941782
tt0146885,nm0930739
tt0474118,nm0408433
tt0006801,nm0382476
tt0002962,nm0276165
tt0006802,nm0227020
tt0332644,nm0529047
tt0332644,nm0602905
tt0474119,nm0396207
tt0008101,nm0932134
tt0200701,nm0813603
tt0474120,nm0153713
tt0009178,nm0102643
tt0248856,nm0916665
tt0006803,nm0166836
tt0032597,nm0520419
tt0010253,nm0916177
tt0026474,nm0332531
tt0326940,nm0285643
tt1275653,nm0137407
tt0474122,nm0653253
tt0585427,\N
tt9169132,\N
tt0006804,nm0933045
tt2549410,nm0164030
tt0326941,nm0392429
tt0015914,nm0855912
tt0474124,nm0069373
tt0006805,nm0166836
tt0474125,nm0730018
tt0036001,nm0097648
tt0218335,nm0515979
tt0019986,nm0280463
tt0203566,nm0857222
tt0474126,\N
tt0256807,nm0641967
tt0014134,nm0939992
tt0206810,nm0587929
tt0228387,nm0784407
tt0256808,\N
tt0449980,nm0533954
tt0326942,nm0064415
tt0391209,\N
tt0248857,nm0783865
tt0343789,nm0310537
tt0273262,\N
tt0474127,nm0566745
tt0231724,nm0378408
tt0003644,nm0130791
tt0332117,nm0160280
tt0474129,nm0366950
tt0002963,nm0784407
tt5420230,nm7889273
tt0008102,nm0237693
tt0008102,nm0237713
tt0014989,nm0633605
tt0924138,nm1347709
tt0339151,\N
tt0474131,nm0581683
tt0184573,nm0872916
tt0195785,nm0223267
tt4549190,nm7215377
tt0370714,nm0616893
tt0000701,nm0567363
tt0009179,nm0319401
tt0008103,nm0237713
tt0474132,nm0566745
tt0474133,nm0130797
tt0142370,nm0250038
tt0205128,nm0941782
tt0474134,\N
tt0202904,nm0366457
tt0010254,nm0314700
tt0972820,\N
tt0370716,nm0193240
tt0018000,nm0113954
tt0329189,\N
tt0314172,nm0401967
tt5547654,nm0838289
tt0364406,\N
tt0474135,\N
tt0001672,nm0408436
tt1186225,\N
tt5965422,\N
tt0154593,nm0237713
tt0150905,nm0006761
tt0214765,nm0160280
tt0474136,\N
tt0338105,nm0102643
tt0474137,nm0066247
tt0474137,nm0540575
tt0184574,nm0920384
tt0020975,nm0731596
tt0330397,nm0933406
tt3499612,\N
tt0030236,nm0576940
tt0032598,nm0925028
tt0364407,\N
tt0474139,nm0515979
tt0474140,nm0888428
tt0333568,nm0877783
tt0474141,nm0044014
tt0370718,nm0193240
tt0008105,nm0064415
tt0474142,nm0166030
tt0246680,\N
tt0207514,nm0606878
tt0247407,nm0681151
tt0339153,\N
tt5001546,nm7567418
tt0401473,nm0308257
tt0256810,nm0396207
tt0002964,nm0242139
tt0635031,nm0163816
tt5224022,\N
tt0474143,nm1250355
tt1144009,\N
tt8485656,nm6716235
tt0212222,nm0095816
tt0474144,\N
tt0004091,nm0629589
tt0474145,nm0241338
tt0231725,nm0118512
tt0474146,nm0520419
tt0004092,nm0132324
tt0144965,nm0764346
tt0474147,nm0003424
tt0474148,nm0000779
tt1873561,nm0426754
tt0763010,\N
tt0364408,\N
tt0343790,nm0524995
tt0256811,nm0396207
tt0006806,nm0132932
tt0006806,nm0930739
tt0327864,nm0294137
tt0248859,\N
tt0222013,nm0048478
tt0972821,\N
tt0352406,nm0201405
tt0352406,nm0449789
tt0361706,nm0132324
tt0474149,\N
tt0359413,\N
tt0154594,nm0237713
tt0351061,\N
tt0474150,nm0202720
tt0203567,nm0606878
tt0135448,nm0565187
tt0014990,nm0782682
tt0070143,nm0000425
tt0012282,nm0838074
tt0332118,nm0602905
tt0332118,nm0529047
tt0001673,nm0916904
tt0200703,nm0813603
tt0474151,nm0160280
tt0370722,nm0160280
tt0154595,nm0237713
tt4266924,nm3774921
tt0336571,nm0179290
tt0835794,nm0250034
tt0145821,nm0925028
tt0019988,nm0000859
tt0474152,nm0205601
tt0340159,nm0166259
tt0326943,nm0721840
tt0225940,nm0446054
tt0004093,nm0250480
tt0230295,nm0395130
tt0025256,nm0731910
tt0012283,nm0250053
tt0474153,nm0504353
tt0231726,nm0118537
tt0339154,\N
tt0154596,\N
tt0474154,nm0254076
tt0474154,nm0367556
tt0474155,\N
tt0004094,nm0942917
tt0474156,nm0531759
tt0043642,nm0293989
tt0266626,nm0357872
tt0266626,nm0426754
tt0006807,nm0428059
tt0496736,nm0376529
tt3464524,nm1490859
tt0185362,nm0166836
tt0146887,nm0930739
tt0207515,nm0606878
tt0474157,nm0319401
tt2762864,\N
tt0237309,nm0539034
tt0329190,nm0193240
tt0220519,\N
tt0004095,\N
tt0326944,nm0504353
tt0248860,nm0783865
tt0439202,nm0332531
tt0195786,nm0861002
tt0020976,nm0914923
tt0384172,nm0226992
tt0144236,nm0250034
tt0014991,nm0896542
tt0004096,nm0154184
tt0130764,nm0875869
tt0018999,nm0044024
tt0470358,nm0636076
tt0076146,nm0840671
tt0332645,nm0041858
tt0002965,nm0339765
tt0370725,nm0695456
tt0370724,nm0264683
tt0474159,nm0601962
tt0474158,\N
tt0016972,nm0713163
tt0270407,nm0730386
tt0474160,nm0205601
tt0043643,nm0268513
tt0043643,nm0281507
tt0370726,nm0602009
tt0474161,nm0552228
tt0019000,nm0395130
tt0496737,\N
tt0180743,nm0725944
tt0264685,nm0933045
tt0001674,nm0294276
tt0474162,nm0426310
tt0474163,nm0123469
tt0342531,nm0111753
tt0471739,nm1862831
tt1211859,\N
tt1435511,\N
tt0250424,nm0932812
tt0004097,nm0288616
tt0193224,nm0428059
tt0002966,nm0408433
tt0002967,nm0806565
tt0019001,nm0624714
tt0248861,nm0942917
tt0336572,nm0534259
tt0477668,nm0160280
tt0014135,nm0247484
tt0014135,nm0593392
tt0146888,nm0043018
tt0218336,nm0515979
tt0005486,nm0515979
tt9618692,\N
tt0188663,nm0531866
tt4427364,\N
tt0233872,\N
tt0225941,nm0401967
tt1846585,\N
tt0004098,nm0111753
tt0477670,\N
tt0333569,nm0214924
tt0154597,nm0237713
tt0335152,nm0601596
tt0477671,nm0064600
tt2309993,nm0875869
tt0312765,nm0861336
tt0031426,nm0737053
tt0030237,nm0737053
tt0005487,nm0352726
tt0223458,\N
tt0000898,nm0000428
tt0477672,nm0003424
tt0372970,nm1405919
tt0339155,nm0456804
tt0140170,\N
tt0477673,nm0376396
tt0005488,nm0341185
tt0370729,nm0606426
tt4146988,\N
tt0370730,nm0202720
tt0006808,nm0827509
tt0332119,nm0288616
tt0651993,nm0755963
tt0145822,nm0454028
tt0015915,nm0064600
tt0317661,nm0285643
tt0045876,nm0000044
tt0045876,nm0005738
tt0010255,nm0376221
tt0997131,nm0793455
tt0327865,nm0413045
tt0004099,nm0531759
tt0477677,nm0713163
tt0026476,nm0924901
tt0015916,nm0250034
tt1887765,nm0581683
tt0370731,nm0382476
tt9843318,nm10505105
tt0477682,nm0166836
tt0001675,nm0408436
tt0204378,nm0413573
tt0351062,\N
tt0231728,nm0202720
tt0357745,nm0137407
tt5327944,\N
tt0477684,nm0130797
tt10170932,nm6188065
tt0343792,\N
tt0370732,\N
tt0335153,nm0447043
tt0477685,\N
tt0002245,nm0102643
tt0002246,nm0119138
tt0477686,nm0382730
tt0001677,nm0000428
tt0343791,\N
tt0358519,\N
tt0370734,\N
tt0477687,nm0187981
tt0357746,nm1168172
tt0274550,nm0001316
tt0478586,\N
tt0004100,nm0000122
tt0405015,nm0924901
tt0477688,nm0653253
tt0325565,nm0533954
tt0014136,nm0384616
tt0481540,nm0513729
tt0972822,nm0713163
tt0008107,nm0382476
tt0477689,nm0373511
tt0370735,nm0202720
tt0311283,nm0569645
tt0477690,nm0780884
tt0401474,nm0504353
tt0370736,\N
tt0001251,nm0288616
tt0014992,nm0215877
tt0477691,nm0382476
tt0004101,nm0000122
tt0327866,nm0616893
tt0036002,\N
tt0016973,nm0445862
tt0012284,nm0478441
tt0390094,nm0424530
tt0477692,\N
tt0332120,nm0160280
tt0477693,nm0215877
tt0477694,nm0078340
tt0248858,nm0269572
tt0223459,nm0448682
tt0009182,nm0897085
tt0325566,\N
tt0824595,nm0076770
tt0233873,\N
tt0315964,nm0566745
tt0001252,nm0294276
tt0010256,nm0730018
tt0010256,nm0166671
tt0477695,nm0529047
tt8277246,nm5278287
tt0348703,nm0054830
tt0402254,nm0303258
tt0327868,nm0621797
tt0332647,nm0041858
tt0002248,nm0784407
tt0477696,nm0376396
tt0184575,nm0006276
tt0477697,nm0066247
tt0477698,nm0118512
tt0332121,nm0154267
tt0009183,nm0247358
tt0326945,nm0504353
tt0359414,\N
tt0012286,nm0249946
tt0477699,\N
tt0322562,\N
tt0134724,nm0455200
tt0010257,nm0154352
tt0480401,nm0566745
tt1131675,\N
tt0434080,nm1124326
tt4122196,nm6770058
tt1156058,nm0566745
tt0190455,nm0329574
tt0326946,nm0334350
tt0005490,nm0408433
tt0322563,nm0308848
tt0006809,nm0256221
tt0231729,\N
tt0008109,nm0713163
tt0322564,nm0404327
tt0004102,nm0000122
tt0370738,nm0193240
tt0006810,nm0827509
tt0006810,nm0153713
tt0477700,\N
tt0242526,nm0000779
tt0024124,nm0926171
tt0477701,\N
tt0477702,\N
tt0343793,nm0718469
tt0477703,\N
tt0326947,nm0291838
tt0390095,nm0334918
tt0477704,nm0392100
tt0192120,nm0001908
tt0477705,\N
tt0339157,nm0178057
tt6804838,nm4874666
tt1159522,\N
tt0477707,nm0566745
tt0018001,nm0568534
tt0006811,nm0237713
tt0009184,nm0002271
tt0329191,nm0806565
tt0477708,\N
tt1175006,\N
tt0371713,\N
tt0332122,nm0160280
tt0022997,nm0668972
tt0010258,nm0730018
tt1241220,\N
tt0190456,nm0707147
tt0148282,nm0157908
tt0036003,nm0293989
tt0038602,nm0925028
tt0188664,nm0880874
tt0194940,nm0755418
tt0183165,nm0297935
tt0287480,nm0297714
tt3042074,nm1358603
tt3042074,nm3509628
tt3042074,nm0593014
tt3042074,nm0367909
tt3042074,nm5225938
tt3042074,nm0297935
tt0477709,nm0566745
tt0327869,nm0914923
tt3662650,\N
tt0366575,\N
tt1298768,\N
tt0015919,nm0377126
tt1225830,\N
tt0286696,nm0526226
tt0200705,nm0813603
tt0024125,nm0153713
tt0477710,nm0185410
tt0248863,nm1250355
tt0001253,nm0000428
tt0001679,\N
tt0477711,\N
tt0133006,nm0629589
tt0955272,nm0499883
tt0009186,nm0166836
tt0009186,nm0215874
tt0004105,nm0504353
tt0207516,nm0606878
tt4882290,\N
tt0371715,nm0449789
tt0477713,nm0442180
tt0207517,nm0606878
tt0298364,nm0316794
tt0339158,\N
tt0221239,\N
tt0154598,nm0237713
tt0214766,nm0160280
tt0364411,\N
tt0269327,nm0396207
tt0477714,nm0227020
tt0478587,nm0381936
tt0478588,nm0250445
tt0015920,nm0280463
tt0008110,nm0187981
tt3418520,nm0227020
tt0167987,nm0250034
tt0004107,nm0784407
tt0006817,nm0160280
tt0371716,\N
tt0009187,nm0505354
tt3691124,nm2942810
tt0207518,nm0606878
tt0478590,nm0582452
tt0248864,nm0153713
tt0478591,\N
tt0019004,nm0377126
tt0002971,nm0636076
tt0792971,nm2235565
tt0491651,nm1189487
tt0080874,nm0219156
tt0170001,nm0335093
tt0230297,nm0215244
tt8302922,nm9783860
tt0339357,nm0729626
tt0198539,nm0299677
tt0277625,nm0422355
tt0208209,nm0275421
tt0442918,nm0754619
tt0489966,nm1355439
tt0264686,nm0405777
tt9240264,nm2129276
tt0087412,nm0733901
tt0093195,nm0414245
tt0093195,nm0649161
tt0144966,nm0451196
tt0253128,nm0056406
tt0427352,nm0597597
tt0000358,nm0954087
tt0269328,nm0439137
tt0482722,nm0107819
tt0376651,nm0652823
tt0792970,nm0870923
tt0851524,nm2370715
tt6761488,nm8912892
tt0142215,nm0100433
tt7356108,\N
tt0825266,nm0676083
tt0764785,nm0275421
tt0419811,nm1176638
tt0419811,nm1196549
tt0333570,nm1252693
tt0197551,nm0739501
tt0113310,nm0469378
tt1928556,nm0346151
tt0042558,nm0025107
tt0823474,nm0142130
tt0823474,nm2320672
tt0148283,nm0273332
tt0170003,nm0956273
tt0186210,nm0140459
tt0157759,nm0273417
tt0373905,nm1110703
tt0826080,nm0720856
tt0349560,nm0953029
tt0077683,nm0487878
tt0201660,nm0883465
tt0243964,nm0350947
tt0143289,nm0692180
tt0063070,nm0336076
tt4266110,nm4418284
tt0940915,nm2468884
tt0040441,nm0288408
tt3441814,\N
tt0341396,nm0016105
tt0054975,nm0288408
tt0325568,nm1202019
tt0315965,nm1164120
tt0066889,nm0631370
tt0335156,nm0305054
tt0336578,nm0010205
tt0279866,nm0102749
tt0426021,nm1698395
tt0456976,nm1902314
tt0262466,nm0102749
tt0472820,nm1993025
tt0322571,nm0650375
tt0162372,nm0102749
tt0796989,nm1394533
tt0351063,nm1314144
tt0047092,nm0302143
tt0482993,nm0681335
tt0468756,nm1976504
tt0130765,nm0190306
tt0018003,nm0623351
tt0354631,nm0024015
tt0051728,nm0237107
tt0177838,nm0464383
tt0099773,nm0765904
tt0424145,nm1460752
tt0424147,nm1897730
tt0424148,nm1336044
tt0424149,nm1458386
tt0424150,nm0388975
tt0424150,nm1856827
tt0407026,nm0639195
tt0424152,nm1253513
tt0424153,nm1863782
tt0424154,nm7384231
tt0126944,nm0615699
tt0126944,nm0306308
tt1740495,nm0129450
tt0208210,nm0433368
tt0471741,nm1992495
tt0299986,nm0076183
tt0299986,nm0128382
tt0299986,nm0135144
tt0299986,nm0140337
tt0299986,nm0186152
tt0299986,nm0224351
tt0299986,nm0621360
tt0299986,nm0673180
tt0299986,nm0686304
tt0299986,nm0688783
tt0299986,nm0692939
tt0299986,nm0818915
tt0299986,nm0821408
tt0299986,nm0273223
tt0050511,nm0746334
tt0139363,nm0654839
tt0099774,nm0124534
tt0199225,nm0284744
tt2920170,\N
tt0054978,nm0349425
tt0059275,nm0844538
tt0451759,nm1658892
tt0451759,nm1625202
tt0110036,nm0035404
tt0051729,nm0173556
tt0132655,\N
tt0451758,nm3051635
tt0451758,nm5414496
tt0451758,nm2075134
